Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings_Per_Week,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP00389,38,Male,Project Manager,Consulting,33,Remote,42,9,5,Low,Depression,No,No Change,1,Satisfied,2,Daily,Average,Asia
EMP00390,41,Male,Marketing,Retail,22,Onsite,49,10,2,Low,Burnout,Yes,No Change,1,Unsatisfied,4,,Poor,Africa
EMP00391,34,Non-binary,Sales,Consulting,16,Remote,57,13,1,Medium,Burnout,Yes,Decrease,3,Neutral,1,,Good,South America
EMP00392,43,Non-binary,HR,Manufacturing,30,Onsite,37,3,4,High,Burnout,No,No Change,1,Unsatisfied,5,,Poor,Africa
EMP00393,43,Female,Designer,Finance,13,Hybrid,26,4,5,High,,Yes,Increase,1,Neutral,3,Daily,Poor,Africa
EMP00394,44,Prefer not to say,Data Scientist,Education,6,Remote,34,14,3,Medium,,No,Increase,4,Neutral,4,,Good,Africa
EMP00395,26,Non-binary,Marketing,Manufacturing,18,Hybrid,38,15,3,Medium,,No,Increase,5,Neutral,3,Daily,Poor,North America
EMP00396,55,Male,Software Engineer,Consulting,24,Remote,56,12,3,High,Burnout,No,No Change,5,Neutral,4,Daily,Good,North America
EMP00397,35,Female,Sales,Finance,28,Hybrid,38,3,5,Medium,Depression,Yes,No Change,2,Satisfied,3,,Good,Africa
EMP00398,35,Female,Data Scientist,IT,33,Remote,53,6,3,Medium,Anxiety,Yes,No Change,2,Satisfied,5,Daily,Good,Africa
EMP00399,45,Male,HR,Retail,16,Remote,34,9,4,High,Anxiety,Yes,Increase,5,Satisfied,4,Weekly,Average,South America
EMP00400,52,Male,HR,Consulting,10,Remote,36,0,3,Low,Burnout,Yes,No Change,1,Neutral,3,Weekly,Good,South America
EMP00401,39,Male,HR,Finance,19,Remote,28,0,1,High,Burnout,No,No Change,5,Unsatisfied,2,Daily,Poor,Oceania
EMP00402,46,Non-binary,HR,IT,32,Remote,21,7,3,Low,Depression,No,No Change,4,Neutral,2,Daily,Good,South America
EMP00403,44,Female,Marketing,Education,33,Hybrid,33,14,5,High,Depression,Yes,Increase,2,Unsatisfied,2,,Poor,Oceania
EMP00404,36,Female,Software Engineer,Finance,32,Onsite,54,15,1,Medium,Anxiety,No,Decrease,5,Unsatisfied,4,,Good,Oceania
EMP00405,24,Prefer not to say,Marketing,Consulting,16,Onsite,44,13,1,High,Anxiety,No,Increase,2,Unsatisfied,4,,Average,Oceania
EMP00406,43,Non-binary,Sales,IT,13,Hybrid,28,13,5,Medium,,Yes,Decrease,1,Unsatisfied,1,Daily,Good,Asia
EMP00407,60,Non-binary,Project Manager,Manufacturing,29,Hybrid,34,0,4,Low,Anxiety,Yes,Increase,4,Unsatisfied,2,Weekly,Good,South America
EMP00408,30,Male,Marketing,Education,33,Onsite,39,4,2,Low,,Yes,Decrease,5,Satisfied,5,Weekly,Poor,North America
EMP00409,46,Prefer not to say,HR,Education,5,Onsite,49,9,3,Medium,,Yes,Decrease,5,Neutral,1,,Good,North America
EMP00410,57,Non-binary,Sales,Healthcare,19,Onsite,35,11,4,Low,,No,Decrease,2,Unsatisfied,1,,Good,Asia
EMP00411,58,Male,HR,Education,4,Remote,39,8,1,Medium,Anxiety,No,Increase,5,Unsatisfied,5,Weekly,Poor,Africa
EMP00412,31,Male,Software Engineer,IT,33,Hybrid,24,2,5,Low,,Yes,Decrease,1,Satisfied,2,Weekly,Good,Oceania
EMP00413,47,Non-binary,Data Scientist,Consulting,22,Remote,24,6,5,High,Burnout,No,Decrease,4,Unsatisfied,2,Daily,Average,North America
EMP00414,60,Non-binary,Designer,Finance,18,Hybrid,57,10,1,Medium,Depression,No,Increase,5,Unsatisfied,5,Weekly,Average,Africa
EMP00415,48,Female,Software Engineer,Consulting,5,Onsite,32,1,5,Medium,Burnout,Yes,No Change,4,Unsatisfied,2,,Poor,Asia
EMP00416,44,Male,Sales,Education,19,Onsite,50,1,5,Low,Depression,No,Increase,2,Satisfied,5,Daily,Poor,South America
EMP00417,55,Non-binary,HR,Manufacturing,16,Remote,59,9,5,High,Depression,Yes,Increase,4,Satisfied,4,Daily,Good,Oceania
EMP00418,47,Non-binary,Project Manager,Consulting,33,Hybrid,35,4,1,Medium,Depression,No,Increase,5,Unsatisfied,2,,Good,South America
EMP00419,45,Male,HR,IT,34,Hybrid,45,10,4,Low,,No,Increase,2,Unsatisfied,4,Daily,Poor,Oceania
EMP00420,49,Male,Project Manager,Manufacturing,8,Onsite,31,3,3,High,Anxiety,Yes,Increase,5,Neutral,1,,Good,Oceania
EMP00421,60,Female,Data Scientist,Retail,34,Onsite,33,6,5,High,Burnout,No,No Change,4,Satisfied,2,,Average,South America
EMP00422,30,Male,Project Manager,Finance,27,Remote,20,9,2,Medium,,No,Decrease,3,Satisfied,1,Weekly,Good,Asia
EMP00423,39,Male,Sales,Healthcare,10,Hybrid,30,14,3,Low,Depression,No,No Change,5,Satisfied,1,,Average,North America
EMP00424,31,Non-binary,HR,Manufacturing,10,Remote,42,8,2,Medium,Anxiety,Yes,No Change,1,Unsatisfied,4,Daily,Poor,Oceania
EMP00425,57,Male,Data Scientist,Education,16,Remote,44,7,5,Medium,Burnout,No,No Change,1,Neutral,3,Weekly,Poor,Asia
EMP00426,36,Female,Project Manager,IT,29,Hybrid,58,8,4,High,Anxiety,Yes,Decrease,5,Satisfied,4,,Average,Africa
EMP00427,41,Prefer not to say,Marketing,Education,3,Hybrid,60,15,2,High,Depression,No,Increase,5,Unsatisfied,4,Daily,Average,Asia
EMP00428,23,Female,Marketing,IT,16,Hybrid,33,3,3,Low,,No,Increase,5,Neutral,3,Weekly,Poor,Oceania
EMP00429,30,Non-binary,Project Manager,IT,1,Hybrid,54,13,3,Low,Depression,No,No Change,1,Unsatisfied,3,Weekly,Poor,South America
EMP00430,31,Prefer not to say,Marketing,Manufacturing,14,Onsite,40,12,2,Medium,Depression,No,Decrease,3,Unsatisfied,4,,Poor,South America
EMP00431,44,Non-binary,Data Scientist,Retail,23,Onsite,20,8,3,Medium,,No,Increase,2,Neutral,2,,Poor,South America
EMP00432,40,Non-binary,Data Scientist,Manufacturing,19,Onsite,47,1,2,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,3,,Good,South America
EMP00433,60,Non-binary,Software Engineer,Finance,14,Onsite,32,5,2,Medium,Burnout,Yes,Increase,1,Satisfied,3,,Good,Africa
EMP00434,29,Female,HR,Consulting,30,Remote,45,8,5,Low,Burnout,No,Increase,1,Unsatisfied,1,,Poor,South America
EMP00435,24,Non-binary,Data Scientist,Healthcare,5,Remote,20,5,4,High,,No,Increase,3,Unsatisfied,1,Weekly,Average,Europe
EMP00436,29,Male,Project Manager,Education,32,Remote,33,9,4,Medium,Anxiety,Yes,Decrease,5,Satisfied,3,Weekly,Good,Africa
EMP00437,45,Prefer not to say,Marketing,Education,12,Onsite,54,5,1,Medium,,No,Increase,2,Satisfied,5,,Poor,Africa
EMP00438,38,Non-binary,Software Engineer,Finance,31,Hybrid,25,1,4,High,Burnout,No,No Change,2,Neutral,1,,Poor,Oceania
EMP00439,57,Prefer not to say,Data Scientist,Retail,7,Hybrid,34,9,4,Medium,,No,Increase,5,Unsatisfied,4,,Poor,North America
EMP00440,43,Female,Designer,Healthcare,7,Remote,53,0,3,Low,,No,Decrease,4,Neutral,5,,Poor,South America
EMP00441,39,Prefer not to say,Marketing,Finance,4,Remote,24,7,4,High,Depression,Yes,Increase,3,Satisfied,3,Daily,Poor,North America
EMP00442,60,Non-binary,Sales,IT,23,Remote,48,1,4,Medium,Depression,No,Increase,3,Neutral,5,Daily,Good,North America
EMP00443,22,Male,Data Scientist,Retail,20,Hybrid,40,5,4,Medium,Depression,No,No Change,5,Unsatisfied,3,,Poor,Oceania
EMP00444,42,Non-binary,Sales,IT,14,Hybrid,26,14,2,Low,,Yes,No Change,4,Unsatisfied,2,,Average,Africa
EMP00445,44,Female,Designer,Manufacturing,19,Remote,29,2,1,High,Anxiety,Yes,Decrease,2,Unsatisfied,5,Weekly,Good,Africa
EMP00446,25,Female,Sales,Finance,18,Onsite,53,10,1,Medium,Burnout,Yes,No Change,2,Satisfied,5,,Good,Oceania
EMP00447,56,Prefer not to say,HR,IT,9,Remote,33,13,4,Low,,No,No Change,3,Unsatisfied,4,Daily,Average,North America
EMP00448,43,Non-binary,Data Scientist,Retail,30,Hybrid,29,9,4,Low,Burnout,Yes,No Change,1,Neutral,4,,Average,Africa
EMP00449,56,Prefer not to say,Data Scientist,Education,1,Onsite,22,13,3,High,Burnout,Yes,Increase,1,Neutral,2,Weekly,Poor,Oceania
EMP00450,43,Female,Project Manager,IT,35,Onsite,48,14,4,Medium,Anxiety,Yes,No Change,4,Unsatisfied,3,Daily,Good,Oceania
EMP00451,22,Prefer not to say,Marketing,Education,9,Remote,58,2,3,Low,,Yes,Increase,1,Satisfied,1,Weekly,Good,Oceania
EMP00452,48,Non-binary,Data Scientist,Education,30,Hybrid,22,14,5,High,,Yes,Decrease,3,Unsatisfied,2,Weekly,Good,Asia
EMP00453,51,Non-binary,Sales,Retail,35,Onsite,27,11,4,Medium,Burnout,No,Increase,1,Satisfied,2,Weekly,Average,Europe
EMP00454,56,Prefer not to say,Project Manager,Consulting,8,Onsite,23,6,1,High,,No,Decrease,1,Neutral,3,Daily,Poor,Oceania
EMP00455,52,Female,HR,Education,12,Onsite,22,10,3,Medium,,Yes,Decrease,2,Satisfied,2,Daily,Poor,Europe
EMP00456,30,Female,Sales,Consulting,27,Hybrid,27,6,5,Medium,Burnout,Yes,Increase,3,Neutral,2,Daily,Good,North America
EMP00457,28,Male,Marketing,Consulting,22,Remote,52,8,5,High,,Yes,No Change,5,Unsatisfied,2,Weekly,Good,Europe
EMP00458,35,Male,Designer,Finance,24,Onsite,52,6,4,Low,Depression,No,No Change,1,Neutral,3,,Average,Europe
EMP00459,40,Non-binary,Sales,Education,17,Onsite,29,7,1,Low,Depression,No,Increase,5,Unsatisfied,1,,Poor,South America
EMP00460,49,Prefer not to say,Sales,Healthcare,22,Hybrid,47,4,2,Low,,No,Decrease,3,Satisfied,5,Weekly,Good,Oceania
EMP00461,24,Non-binary,HR,Finance,10,Remote,28,14,3,High,Anxiety,No,Increase,2,Unsatisfied,2,Daily,Good,Africa
EMP00462,58,Male,Data Scientist,Education,14,Remote,20,12,2,High,Burnout,No,No Change,4,Unsatisfied,5,Daily,Average,Africa
EMP00463,60,Non-binary,Sales,IT,32,Hybrid,45,6,5,Low,Anxiety,Yes,Increase,4,Unsatisfied,2,Weekly,Good,Oceania
EMP00464,37,Female,Sales,Healthcare,27,Remote,28,13,1,Low,Anxiety,No,No Change,2,Neutral,2,Weekly,Average,Oceania
EMP00465,34,Female,Project Manager,Healthcare,32,Hybrid,35,2,2,High,Anxiety,No,Increase,1,Satisfied,4,Daily,Average,Oceania
EMP00466,39,Prefer not to say,HR,Healthcare,20,Onsite,53,6,5,High,Anxiety,No,Increase,3,Unsatisfied,3,,Poor,North America
EMP00467,31,Prefer not to say,Data Scientist,Finance,19,Onsite,52,13,4,Medium,Depression,No,No Change,5,Unsatisfied,4,,Good,Africa
EMP00468,40,Non-binary,Project Manager,Consulting,27,Remote,39,14,1,Medium,Anxiety,No,Increase,4,Neutral,1,Weekly,Good,Africa
EMP00469,58,Prefer not to say,Data Scientist,Retail,14,Hybrid,56,5,2,Medium,Depression,Yes,No Change,3,Neutral,4,Weekly,Average,Africa
EMP00470,40,Non-binary,HR,Manufacturing,8,Onsite,59,7,2,High,Burnout,No,No Change,4,Satisfied,5,Weekly,Poor,North America
EMP00471,59,Non-binary,Designer,Consulting,7,Remote,57,12,4,High,,No,Decrease,5,Unsatisfied,1,Weekly,Average,South America
EMP00472,38,Prefer not to say,Marketing,Finance,21,Remote,53,7,2,High,Anxiety,Yes,No Change,3,Satisfied,3,,Average,Europe
EMP00473,51,Non-binary,Project Manager,Education,27,Remote,21,11,2,Low,,Yes,Decrease,5,Unsatisfied,3,Weekly,Poor,Asia
EMP00474,23,Male,Data Scientist,Consulting,27,Onsite,52,10,1,High,,No,Decrease,3,Unsatisfied,4,Weekly,Good,Asia
EMP00475,31,Non-binary,Designer,Healthcare,5,Onsite,27,11,5,Low,Burnout,Yes,Decrease,2,Satisfied,4,Daily,Average,North America
EMP00476,22,Non-binary,Designer,Education,11,Onsite,46,4,1,Low,,Yes,Decrease,2,Satisfied,2,,Average,Europe
EMP00477,29,Prefer not to say,Marketing,Finance,8,Onsite,40,3,4,High,Burnout,No,Increase,3,Satisfied,3,,Poor,North America
EMP00478,58,Non-binary,Software Engineer,Retail,32,Remote,24,0,1,Low,,Yes,No Change,1,Unsatisfied,4,Weekly,Good,North America
EMP00479,48,Non-binary,Designer,Consulting,26,Remote,32,5,1,High,Anxiety,No,Increase,5,Unsatisfied,5,Daily,Poor,Oceania
EMP00480,53,Female,Designer,Manufacturing,33,Hybrid,52,12,5,Low,Anxiety,No,No Change,4,Satisfied,4,Daily,Poor,North America
EMP00481,40,Female,HR,Retail,21,Onsite,44,10,5,Medium,Anxiety,Yes,Increase,2,Satisfied,5,,Average,South America
EMP00482,59,Male,Marketing,Finance,9,Hybrid,50,6,4,Medium,Burnout,Yes,Increase,5,Satisfied,1,,Good,Asia
EMP00483,27,Male,HR,Healthcare,15,Onsite,31,5,5,Low,Depression,Yes,Decrease,5,Neutral,1,Weekly,Good,Europe
EMP00484,48,Non-binary,Software Engineer,Retail,2,Onsite,25,15,4,Medium,Depression,No,No Change,3,Unsatisfied,1,Weekly,Poor,Africa
EMP00485,31,Prefer not to say,Data Scientist,Healthcare,6,Remote,42,9,5,Low,,Yes,No Change,2,Satisfied,4,,Good,Africa
EMP00486,56,Female,Software Engineer,Manufacturing,28,Hybrid,58,9,3,Medium,,No,Decrease,5,Satisfied,1,,Good,Asia
EMP00487,50,Prefer not to say,Designer,Manufacturing,20,Remote,39,6,3,Low,Depression,Yes,Increase,2,Satisfied,1,,Good,North America
EMP00488,25,Prefer not to say,HR,Education,7,Hybrid,29,14,1,Medium,Burnout,No,Increase,5,Neutral,5,Daily,Poor,Europe
EMP00489,37,Female,Software Engineer,Manufacturing,19,Onsite,42,13,3,Medium,Depression,Yes,Increase,4,Neutral,5,,Good,North America
EMP00490,55,Non-binary,HR,Healthcare,14,Onsite,53,14,5,Medium,Depression,Yes,No Change,5,Satisfied,5,Weekly,Poor,South America
EMP00491,22,Prefer not to say,Data Scientist,Consulting,11,Hybrid,42,1,4,High,Anxiety,Yes,Decrease,1,Unsatisfied,1,Weekly,Average,Oceania
EMP00492,32,Non-binary,HR,Manufacturing,24,Hybrid,22,15,3,Low,Burnout,No,Increase,2,Satisfied,2,Daily,Poor,Africa
EMP00493,59,Female,Data Scientist,Education,15,Onsite,56,9,4,Medium,Depression,No,Decrease,3,Satisfied,5,Weekly,Average,Europe
EMP00494,29,Female,Designer,Finance,21,Remote,48,4,3,Low,,Yes,Decrease,2,Neutral,4,Weekly,Poor,Oceania
EMP00495,41,Male,Software Engineer,Education,33,Remote,45,2,1,Medium,,Yes,Increase,3,Neutral,3,,Good,South America
EMP00496,41,Non-binary,HR,Education,26,Remote,23,10,2,High,Burnout,No,No Change,5,Unsatisfied,4,Daily,Average,North America
EMP00497,60,Prefer not to say,Data Scientist,Consulting,27,Remote,22,10,5,Medium,Depression,Yes,Decrease,4,Satisfied,3,Daily,Good,Oceania
EMP00498,46,Male,HR,Healthcare,29,Onsite,31,8,3,Medium,Burnout,Yes,No Change,4,Unsatisfied,1,,Poor,Africa
EMP00499,29,Non-binary,Data Scientist,Consulting,18,Hybrid,52,11,1,Medium,Depression,Yes,Increase,4,Neutral,3,,Good,Asia
EMP00500,26,Female,Sales,Finance,35,Onsite,37,12,2,High,Anxiety,No,Increase,4,Neutral,2,,Poor,South America
EMP00501,54,Male,Sales,Consulting,35,Hybrid,20,13,2,High,Depression,Yes,Decrease,2,Satisfied,1,Daily,Average,Africa
EMP00502,38,Male,Sales,IT,18,Hybrid,55,15,4,Medium,,No,Decrease,5,Unsatisfied,4,Daily,Poor,South America
EMP00503,46,Non-binary,Software Engineer,Consulting,17,Remote,33,3,2,High,,Yes,Decrease,3,Neutral,1,,Average,Europe
EMP00504,37,Female,Sales,Finance,28,Remote,23,6,1,Low,,No,Increase,2,Satisfied,2,Daily,Average,Asia
EMP00505,45,Male,Marketing,IT,28,Remote,52,1,5,High,Burnout,Yes,No Change,4,Unsatisfied,2,Daily,Good,Europe
EMP00506,44,Female,Data Scientist,Retail,24,Hybrid,25,11,2,Low,Depression,No,No Change,4,Neutral,3,,Poor,Oceania
EMP00507,58,Prefer not to say,Marketing,Retail,4,Hybrid,20,3,4,High,Anxiety,No,Decrease,3,Unsatisfied,4,Weekly,Poor,Europe
EMP00508,50,Female,Sales,Retail,8,Hybrid,35,0,3,Medium,Burnout,No,Decrease,3,Unsatisfied,3,Daily,Average,Africa
EMP00509,47,Male,Marketing,IT,3,Remote,56,11,1,High,Depression,No,Decrease,5,Unsatisfied,5,Weekly,Average,North America
EMP00510,52,Non-binary,Designer,Consulting,1,Remote,37,5,2,Low,Anxiety,Yes,No Change,1,Neutral,5,,Average,Africa
EMP00511,22,Female,HR,IT,19,Remote,47,3,2,Medium,Anxiety,Yes,Decrease,1,Satisfied,4,Weekly,Average,Europe
EMP00512,31,Prefer not to say,Project Manager,Education,26,Remote,47,8,5,Medium,Anxiety,No,Decrease,4,Unsatisfied,3,Daily,Good,Oceania
EMP00513,47,Non-binary,Software Engineer,Education,33,Onsite,39,0,3,Medium,Burnout,No,Decrease,1,Satisfied,4,Daily,Good,Asia
EMP00514,47,Male,Marketing,Healthcare,19,Onsite,38,11,1,Low,Depression,Yes,No Change,1,Neutral,3,,Good,Europe
EMP00515,30,Non-binary,Marketing,IT,1,Remote,22,9,3,Medium,Depression,Yes,No Change,1,Unsatisfied,5,,Good,Europe
EMP00516,25,Male,Software Engineer,Retail,2,Remote,38,8,4,Low,,No,Decrease,3,Satisfied,2,,Average,Oceania
EMP00517,53,Female,Sales,IT,34,Onsite,50,6,2,High,,Yes,Increase,5,Unsatisfied,4,Daily,Poor,Africa
EMP00518,34,Female,Sales,IT,31,Onsite,40,6,1,Medium,Depression,Yes,Increase,1,Unsatisfied,2,Daily,Poor,Oceania
EMP00519,28,Female,Sales,Retail,21,Hybrid,47,3,2,High,Burnout,Yes,Decrease,5,Unsatisfied,4,,Poor,Oceania
EMP00520,39,Prefer not to say,Project Manager,Manufacturing,4,Remote,37,8,4,Low,Anxiety,Yes,Decrease,2,Neutral,4,,Poor,North America
EMP00521,50,Female,Data Scientist,IT,35,Onsite,33,0,2,High,Burnout,Yes,No Change,2,Satisfied,2,Weekly,Good,Africa
EMP00522,28,Female,Sales,Education,13,Onsite,43,14,4,Low,Burnout,Yes,Decrease,1,Unsatisfied,4,Daily,Average,Oceania
EMP00523,24,Non-binary,Project Manager,Education,8,Onsite,57,0,3,Low,Burnout,No,No Change,5,Unsatisfied,2,,Average,North America
EMP00524,25,Female,Sales,Finance,35,Onsite,23,7,3,Low,Anxiety,No,No Change,3,Satisfied,4,Daily,Poor,Asia
EMP00525,39,Prefer not to say,Designer,Manufacturing,33,Onsite,37,5,4,High,Anxiety,No,No Change,4,Unsatisfied,4,Daily,Poor,Oceania
EMP00526,48,Female,Sales,Education,18,Remote,55,12,2,Medium,Burnout,No,Increase,3,Satisfied,5,Weekly,Poor,Oceania
EMP00527,40,Prefer not to say,HR,Education,6,Onsite,57,13,4,Low,Depression,No,Increase,5,Unsatisfied,4,,Average,Africa
EMP00528,43,Non-binary,Marketing,Retail,6,Hybrid,34,6,5,High,,Yes,Decrease,3,Unsatisfied,5,Daily,Good,North America
EMP00529,42,Female,Designer,Manufacturing,30,Onsite,27,8,1,Low,Anxiety,No,No Change,1,Satisfied,1,Daily,Average,South America
EMP00530,50,Female,Sales,Education,15,Remote,23,0,3,Medium,,Yes,Decrease,3,Unsatisfied,1,Daily,Good,Africa
EMP00531,22,Non-binary,Designer,Education,20,Onsite,43,10,2,High,Anxiety,No,Decrease,4,Neutral,4,Daily,Average,Asia
EMP00532,44,Non-binary,Designer,Retail,15,Hybrid,29,10,1,Medium,,No,No Change,5,Unsatisfied,3,Weekly,Average,North America
EMP00533,50,Female,Sales,Manufacturing,14,Remote,33,4,1,High,Anxiety,Yes,Increase,3,Satisfied,2,Daily,Good,Asia
EMP00534,43,Non-binary,HR,IT,27,Onsite,55,9,5,Low,,Yes,Decrease,2,Satisfied,3,Weekly,Average,Europe
EMP00535,60,Prefer not to say,Marketing,Manufacturing,34,Hybrid,51,15,4,Low,Burnout,Yes,No Change,2,Neutral,4,Weekly,Average,North America
EMP00536,23,Prefer not to say,Marketing,Finance,4,Hybrid,50,11,1,Low,Burnout,Yes,Decrease,3,Unsatisfied,2,Daily,Poor,Europe
EMP00537,35,Non-binary,Marketing,Education,28,Onsite,36,2,3,High,Depression,No,Increase,2,Satisfied,1,Weekly,Poor,Europe
EMP00538,50,Female,Marketing,Education,22,Remote,27,15,5,High,Depression,No,Increase,3,Satisfied,5,Weekly,Good,Oceania
EMP00539,24,Female,Marketing,Finance,9,Remote,34,14,4,High,Anxiety,Yes,Decrease,5,Unsatisfied,4,,Good,Oceania
EMP00540,47,Prefer not to say,Data Scientist,IT,18,Onsite,37,14,3,Low,Burnout,Yes,Decrease,4,Neutral,2,Weekly,Average,Asia
EMP00541,58,Female,Marketing,Manufacturing,25,Hybrid,57,6,5,High,Depression,No,Decrease,2,Satisfied,2,Weekly,Average,Europe
EMP00542,60,Non-binary,Marketing,Retail,12,Onsite,24,5,5,Medium,Anxiety,No,Increase,4,Satisfied,4,Daily,Good,North America
EMP00543,39,Male,Sales,IT,4,Onsite,33,3,5,High,Depression,Yes,Increase,1,Satisfied,1,Daily,Poor,South America
EMP00544,45,Male,Sales,Manufacturing,18,Onsite,25,8,1,Medium,Depression,Yes,No Change,4,Neutral,5,Weekly,Poor,North America
EMP00545,54,Non-binary,Data Scientist,Retail,31,Remote,26,10,4,High,Depression,No,No Change,5,Unsatisfied,1,Daily,Average,South America
EMP00546,52,Female,Marketing,Retail,21,Hybrid,55,8,5,Low,Anxiety,Yes,Decrease,2,Unsatisfied,4,Weekly,Average,Europe
EMP00547,45,Prefer not to say,HR,Healthcare,26,Onsite,43,14,1,High,Anxiety,No,Decrease,2,Unsatisfied,3,Weekly,Poor,South America
EMP00548,33,Non-binary,Project Manager,Manufacturing,31,Hybrid,37,14,3,Medium,,No,Increase,3,Neutral,3,,Average,Africa
EMP00549,59,Male,Project Manager,Manufacturing,20,Remote,45,11,5,Medium,Anxiety,No,Decrease,2,Neutral,5,Daily,Good,South America
EMP00550,37,Prefer not to say,Software Engineer,Education,32,Hybrid,26,10,2,Low,,Yes,Decrease,1,Unsatisfied,2,Weekly,Poor,Africa
EMP00551,49,Male,Project Manager,Healthcare,27,Onsite,33,4,5,High,Depression,Yes,Decrease,5,Unsatisfied,5,Weekly,Good,South America
EMP00552,48,Prefer not to say,Designer,Finance,31,Hybrid,43,4,4,High,Anxiety,Yes,Increase,3,Satisfied,2,Daily,Poor,Africa
EMP00553,40,Female,Marketing,Healthcare,8,Hybrid,45,5,1,High,Anxiety,No,No Change,4,Unsatisfied,3,Weekly,Good,Asia
EMP00554,51,Non-binary,Marketing,Education,15,Hybrid,34,3,2,Low,Depression,No,Decrease,2,Unsatisfied,5,Daily,Poor,Oceania
EMP00555,36,Female,Project Manager,IT,35,Remote,24,11,5,Low,Depression,Yes,Increase,2,Unsatisfied,1,,Poor,Oceania
EMP00556,48,Male,Data Scientist,Manufacturing,22,Onsite,38,15,4,Medium,Anxiety,Yes,No Change,2,Unsatisfied,2,Daily,Average,Europe
EMP00557,35,Prefer not to say,Designer,Finance,10,Remote,58,15,1,Medium,Burnout,Yes,Decrease,5,Unsatisfied,2,Weekly,Poor,Europe
EMP00558,43,Non-binary,Designer,IT,17,Hybrid,30,12,4,Medium,,No,Decrease,5,Satisfied,2,,Good,Africa
EMP00559,58,Female,Marketing,IT,31,Onsite,46,0,3,Low,,No,No Change,4,Satisfied,3,Daily,Poor,South America
EMP00560,57,Male,Project Manager,Healthcare,11,Remote,58,4,4,Low,Anxiety,Yes,Decrease,1,Satisfied,2,,Average,North America
EMP00561,25,Female,Project Manager,IT,18,Onsite,28,13,3,High,,Yes,Decrease,5,Neutral,4,Weekly,Poor,Oceania
EMP00562,37,Male,Software Engineer,Consulting,34,Remote,47,13,5,High,Anxiety,No,Decrease,5,Unsatisfied,5,,Good,Oceania
EMP00563,29,Female,Marketing,Consulting,14,Remote,28,8,3,Low,Burnout,Yes,Increase,3,Neutral,2,Weekly,Good,Asia
EMP00564,57,Male,Sales,Finance,23,Hybrid,53,10,3,Medium,Depression,Yes,No Change,3,Neutral,5,Weekly,Average,South America
EMP00565,51,Prefer not to say,Data Scientist,Manufacturing,17,Hybrid,55,11,5,Low,,No,No Change,2,Unsatisfied,1,,Average,South America
EMP00566,39,Male,Data Scientist,IT,4,Remote,38,8,1,Low,Anxiety,No,Decrease,2,Unsatisfied,2,Weekly,Average,South America
EMP00567,42,Prefer not to say,Sales,Finance,12,Hybrid,34,4,4,High,,No,Increase,2,Satisfied,1,Weekly,Good,North America
EMP00568,25,Female,Marketing,Healthcare,7,Hybrid,45,7,3,Low,Burnout,No,Decrease,4,Unsatisfied,1,Daily,Good,Asia
EMP00569,48,Non-binary,Data Scientist,IT,20,Hybrid,47,12,3,High,Burnout,No,No Change,5,Neutral,5,,Poor,Oceania
EMP00570,29,Prefer not to say,Software Engineer,Finance,33,Onsite,32,14,2,Medium,Burnout,Yes,Increase,4,Neutral,4,,Average,Europe
EMP00571,51,Non-binary,Marketing,Manufacturing,9,Onsite,21,5,2,Medium,Burnout,No,No Change,1,Unsatisfied,1,Weekly,Good,South America
EMP00572,24,Prefer not to say,HR,Healthcare,12,Onsite,43,7,3,High,Burnout,No,Decrease,2,Neutral,5,,Poor,Europe
EMP00573,31,Prefer not to say,HR,Finance,23,Onsite,25,8,2,High,Burnout,Yes,Increase,2,Unsatisfied,3,,Good,Africa
EMP00574,41,Female,Sales,Finance,4,Onsite,29,4,4,High,,No,No Change,2,Satisfied,3,,Average,North America
EMP00575,41,Non-binary,Data Scientist,Retail,15,Remote,40,2,5,Low,Depression,Yes,Decrease,5,Satisfied,2,,Average,North America
EMP00576,50,Male,Marketing,Manufacturing,23,Hybrid,29,10,3,Medium,Burnout,No,Increase,4,Unsatisfied,4,,Average,North America
EMP00577,49,Non-binary,Software Engineer,Healthcare,9,Hybrid,29,10,4,Medium,Depression,Yes,No Change,5,Neutral,4,Daily,Good,Europe
EMP00578,39,Female,Software Engineer,Healthcare,26,Remote,52,7,3,Medium,,Yes,Decrease,2,Satisfied,2,Weekly,Poor,Africa
EMP00579,31,Non-binary,Project Manager,Healthcare,5,Remote,57,12,5,Low,Depression,No,Decrease,4,Unsatisfied,4,Daily,Average,Oceania
EMP00580,48,Non-binary,Sales,Manufacturing,12,Hybrid,42,12,5,High,,No,No Change,2,Neutral,5,Daily,Average,South America
EMP00581,25,Female,Marketing,IT,27,Onsite,31,13,2,High,Burnout,Yes,Decrease,2,Satisfied,3,Weekly,Average,Europe
EMP00582,29,Male,Sales,Healthcare,11,Onsite,39,15,1,High,Depression,Yes,No Change,3,Satisfied,2,Daily,Good,Africa
EMP00583,44,Male,Sales,Consulting,21,Hybrid,49,11,5,Medium,,Yes,No Change,2,Satisfied,1,Daily,Good,Oceania
